,ID,건물명,주소,판매 유형,건물 유형,보증금,월 납입 비용,관리비,면적(단위:평),주변 지하철역,준공일자,판매등록일자,구,동
22491,40085045,미등록 건물명,강남구 신사동 594-21,월세,원룸,1000.0,80.0,15,7.8,"['압구정역', '학동역', '강남구청역']",20110907,2024-03-13,강남구,신사동
22476,40085003,미등록 건물명,강남구 역삼동 695-1,월세,빌라,150.0,150.0,15,8.4,"['선정릉역', '선릉역', '언주역']",1992.05.27,2024-03-15,강남구,역삼동
14963,40057653,미등록 건물명,강남구 대치동 894-7,월세,원룸,1000.0,73.0,17,9.2,"['선릉역', '삼성역', '한티역']",20010825,2024-03-13,강남구,대치동
19616,40074311,역삼LG에클라트,강남구 역삼동 736-24,월세,오피스텔,1000.0,85.0,9,8.5,"['역삼역', '강남역', '언주역']",2004.12.10,2024-03-06,강남구,역삼동
1757,40006363,미등록 건물명,강남구 역삼동 656-17,월세,빌라,5000.0,240.0,7,19.8,"['언주역', '선정릉역', '역삼역']",2003-06-10,2024-03-05,강남구,역삼동
13158,40051345,미등록 건물명,강남구 역삼동 664,월세,빌라,3000.0,190.0,15,20.0,"['언주역', '역삼역', '선정릉역']",20080806,2024-08-01,강남구,역삼동
4951,40018034,미등록 건물명,강남구 역삼동 698-6,월세,빌라,3000.0,150.0,10,8.9,"['선정릉역', '선릉역', '언주역']",2017-08-09 ,2024-03-07,강남구,역삼동
14312,40055439,미등록 건물명,강남구 역삼동 633-14,월세,원룸,100.0,85.0,9,5.8,"['역삼역', '강남역', '신논현역']",2012-06-04 ,2024-04-17,강남구,역삼동
4715,40017160,미등록 건물명,강남구 역삼동 794-7,매매,빌라,0.0,22.0,"['역삼역', '강남역', '양재역']",20030603,2024-03-15,,,강남구,역삼동
2611,40009297,미등록 건물명,강남구 논현동 229-9,월세,원룸,135.0,135.0,10,11.4,"['언주역', '학동역', '선정릉역']",2004-04-01,2024-03-02,강남구,논현동
2229,40008051,미등록 건물명,강남구 개포동 1235-16,전세,빌라,24000.0,0.0,2,13.9,"['양재시민의숲역', '매봉역', '양재역']",20011120,2024-02-29,강남구,개포동
20553,40078227,미등록 건물명,강남구 역삼동 721-32,월세,원룸,1000.0,130.0,0,11.0,"['역삼역', '선릉역', '한티역']",19991124,2024-03-20,강남구,역삼동
4706,40017126,미등록 건물명,강남구 논현동 219-5,월세,빌라,3000.0,120.0,0,11.5,"['학동역', '언주역', '강남구청역']",1998.04.25,2024-03-01,강남구,논현동
17509,40067488,미등록 건물명,강남구 대치동 900-5,월세,원룸,1000.0,110.0,10,10.0,"['선릉역', '한티역', '선정릉역']",20001115,2024-03-20,강남구,대치동
4686,40017065,미등록 건물명,강남구 삼성동 118-20,월세,원룸,3000.0,70.0,10,6.9,"['삼성중앙역', '봉은사역', '선정릉역']",2017-12-27 ,2024-03-07,강남구,삼성동
14662,40056644,미등록 건물명,강남구 청담동 11-30,월세,빌라,2000.0,65.0,10,12.0,"['청담역', '강남구청역', '압구정로데오역']",19941226,2024-03-05,강남구,청담동
2605,40009286,미등록 건물명,강남구 논현동 229-9,월세,원룸,130.0,130.0,12,11.4,"['언주역', '학동역', '선정릉역']",20040401,2024-03-02,강남구,논현동
17525,40067528,미등록 건물명,강남구 삼성동 10-4,월세,원룸,1000.0,120.0,10,8.7,"['강남구청역', '선정릉역', '삼성중앙역']",2017.11.15,2024-03-05,강남구,삼성동
4650,40016922,미등록 건물명,강남구 역삼동 830-5,월세,빌라,1000.0,120.0,0,10.0,"['강남역', '역삼역', '양재역']",2002.06.20,2024-03-01,강남구,역삼동
12272,40047960,미등록 건물명,강남구 역삼동 671-2,월세,원룸,200.0,125.0,10,15.0,"['역삼역', '언주역', '선정릉역']",2002-09-16 ,2024-03-04,강남구,역삼동
2590,40009215,미등록 건물명,강남구 역삼동 723-25,월세,원룸,1000.0,45.0,5,8.3,"['역삼역', '선릉역', '한티역']",19951021,2024-02-29,강남구,역삼동
4646,40016902,미등록 건물명,강남구 삼성동 121-34,월세,원룸,1000.0,60.0,10,8.0,"['삼성중앙역', '봉은사역', '선릉역']",1995.06.21,2024-03-13,강남구,삼성동
17841,40068552,테헤란로대우아이빌,강남구 대치동 891-6,월세,오피스텔,1000.0,95.0,15,9.0,"['선릉역', '삼성중앙역', '삼성역']",20040429,2024-03-11,강남구,대치동
8240,40031696,미등록 건물명,강남구 논현동 67-1,월세,원룸,1000.0,150.0,30,13.4,"['학동역', '압구정역', '신사역']",20030725,2024-03-02,강남구,논현동
20570,40078288,미등록 건물명,강남구 역삼동 672-29,월세,빌라,5000.0,220.0,18,32.0,"['역삼역', '언주역', '선정릉역']",20020919,2024-03-13,강남구,역삼동
21142,40080392,미등록 건물명,강남구 역삼동 624-39,전세,빌라,36700.0,0.0,25,17.0,"['신논현역', '언주역', '역삼역']",2014년3월10일,2024-03-06,강남구,역삼동
4734,40017242,미등록 건물명,강남구 삼성동 122-12,월세,원룸,500.0,50.0,5,6.0,"['삼성중앙역', '선정릉역', '선릉역']",1987-06-17 ,2024-03-19,강남구,삼성동
21276,40080877,미등록 건물명,강남구 역삼동 723-16,전세,빌라,35000.0,0.0,12,9.0,"['역삼역', '선릉역', '언주역']",20171101,2024-03-08,강남구,역삼동
21373,40081262,역삼아르누보씨티,강남구 역삼동 701-1,월세,오피스텔,200.0,110.0,15,9.0,"['선릉역', '역삼역', '선정릉역']",2008-05-26 ,2024-03-20,강남구,역삼동
2132,40007755,미등록 건물명,강남구 삼성동 90-15,월세,원룸,7000.0,80.0,10,12.1,"['봉은사역', '삼성중앙역', '청담역']",2003.02.22,2024-03-01,강남구,삼성동
17409,40067165,미등록 건물명,강남구 대치동 954-10,월세,원룸,150.0,105.0,10,10.2,"['삼성역', '봉은사역', '선릉역']",2004-01-29,2024-07-08,강남구,대치동
2139,40007779,미등록 건물명,강남구 논현동 179-18,월세,원룸,115.0,115.0,5,9.6,"['언주역', '신논현역', '논현역']",2002-10-09 ,2024-03-05,강남구,논현동
21362,40081213,미등록 건물명,강남구 역삼동 794-1,월세,빌라,1000.0,110.0,10,14.5,"['역삼역', '강남역', '양재역']",20041011,2024-03-06,강남구,역삼동
8506,40032674,미등록 건물명,강남구 대치동 900-36,월세,빌라,5000.0,130.0,15,20.0,"['선릉역', '한티역', '삼성역']",1998년1월26일,2024-03-04,강남구,대치동
20501,40078001,미등록 건물명,강남구 역삼동 621-10,월세,원룸,3000.0,110.0,10,10.0,"['신논현역', '강남역', '역삼역']",20040513,2024-03-25,강남구,역삼동
12243,40047841,미등록 건물명,강남구 논현동 177-14,월세,원룸,3000.0,74.0,10,12.0,"['언주역', '학동역', '신논현역']",2002.03.04,2024-03-10,강남구,논현동
21321,40081085,테헤란로대우아이빌,강남구 대치동 891-6,전세,오피스텔,56000.0,0.0,25,18.1,"['선릉역', '삼성중앙역', '삼성역']",20040429,2024-03-06,강남구,대치동
20509,40078035,미등록 건물명,강남구 논현동 124-33,월세,원룸,2000.0,75.0,9.5,6.0,"['논현역', '학동역', '신논현역']",2012.04.24,2024-03-13,강남구,논현동
12184,40047600,논현동상지카일룸M,강남구 논현동 242-31,월세,오피스텔,700.0,430.0,0,15.7,"['강남구청역', '선정릉역', '학동역']",202312,2024-04-16,강남구,논현동
12191,40047617,미등록 건물명,강남구 개포동 1178-9,월세,빌라,9000.0,65.0,10,17.5,"['양재시민의숲역', '구룡역', '매봉역']",1990.02.17,2024-08-28,강남구,개포동
8477,40032569,미등록 건물명,강남구 역삼동 774-42,월세,빌라,5000.0,180.0,9,8.4,"['한티역', '역삼역', '선릉역']",20211109,2024-03-06,강남구,역삼동
17429,40067230,미등록 건물명,강남구 역삼동 657-32,월세,원룸,1000.0,95.0,10,9.0,"['언주역', '역삼역', '선정릉역']",2000-11-02,2024-03-26,강남구,역삼동
21287,40080910,미등록 건물명,강남구 대치동 913-24,전세,빌라,30000.0,0.0,10,8.5,"['한티역', '대치역', '삼성역']",2016.12.5,2024-03-11,강남구,대치동
2193,40007951,미등록 건물명,강남구 역삼동 691-1,월세,원룸,150.0,150.0,10,11.2,"['선정릉역', '선릉역', '언주역']",2016-07-20,2024-04-04,강남구,역삼동
4783,40017444,미등록 건물명,강남구 대치동 897-25,월세,원룸,1000.0,38.0,7,7.0,"['선릉역', '한티역', '선정릉역']",1997-01-03 ,2024-03-07,강남구,대치동
2108,40007673,삼성역두산위브센티움,강남구 삼성동 158-4,월세,오피스텔,250.0,200.0,15,12.5,"['삼성역', '삼성중앙역', '봉은사역']",20031020,2024-03-01,강남구,삼성동
14496,40056109,미등록 건물명,강남구 개포동 1236-1,월세,빌라,30000.0,15.0,6,9.0,"['양재시민의숲역', '매봉역', '양재역']",2018.04.03,2024-03-12,강남구,개포동
20686,40078750,미등록 건물명,강남구 논현동 217-1,전세,빌라,20000.0,0.0,15,13.0,"['학동역', '언주역', '강남구청역']",19960829,2024-03-06,강남구,논현동
4523,40016343,미등록 건물명,강남구 역삼동 785-9,월세,빌라,3000.0,140.0,10,12.3,"['한티역', '매봉역', '도곡역']",1997.11.21,2024-03-01,강남구,역삼동
8276,40031837,미등록 건물명,강남구 역삼동 697-30,월세,원룸,100.0,95.0,8,11.0,"['선릉역', '선정릉역', '역삼역']",19960822,2024-03-10,강남구,역삼동
12522,40048922,미등록 건물명,강남구 논현동 169-9,월세,원룸,1000.0,65.0,6,7.0,"['신논현역', '언주역', '논현역']",20020831,2024-03-13,강남구,논현동
2372,40008458,미등록 건물명,강남구 삼성동 118-20,월세,원룸,3000.0,70.0,10,6.9,"['삼성중앙역', '봉은사역', '선정릉역']",2017-12-27 ,2024-03-12,강남구,삼성동
20990,40079828,미등록 건물명,강남구 역삼동 666-12,월세,원룸,3000.0,110.0,15,7.9,"['언주역', '역삼역', '선정릉역']",20140626,2024-03-20,강남구,역삼동
20975,40079769,미등록 건물명,강남구 청담동 57-18,월세,빌라,30000.0,40.0,10,19.9,"['청담역', '압구정로데오역', '삼성중앙역']",2005-05-24 ,2024-03-07,강남구,청담동
4587,40016642,미등록 건물명,강남구 논현동 68-25,월세,빌라,25000.0,26.0,10,19.0,"['학동역', '강남구청역', '압구정역']",2003.06.26,2024-03-04,강남구,논현동
17601,40067790,강남역두산위브센티움,강남구 역삼동 823-26,월세,오피스텔,1000.0,85.0,10,8.3,"['역삼역', '강남역', '신논현역']",2004-05-21,2024-03-06,강남구,역삼동
17754,40068271,미등록 건물명,강남구 역삼동 601-5,월세,원룸,500.0,66.0,10,6.4,"['신논현역', '강남역', '언주역']",1995-11-13,2024-07-30,강남구,역삼동
20835,40079271,미등록 건물명,강남구 대치동 960-16,월세,빌라,10000.0,200.0,0,22.0,"['삼성역', '선릉역', '한티역']",2004.03.09,2024-03-06,강남구,대치동
8321,40032028,미등록 건물명,강남구 청담동 13-39,월세,빌라,5000.0,210.0,20,9.1,"['청담역', '강남구청역', '압구정로데오역']",2019.05.10,2024-03-27,강남구,청담동
12411,40048462,삼환아르누보2차,강남구 대치동 938,월세,오피스텔,168.0,168.0,15,8.0,"['한티역', '도곡역', '대치역']",20040922,2024-03-06,강남구,대치동
17649,40067934,미등록 건물명,강남구 논현동 67-15,월세,원룸,500.0,65.0,4,8.0,"['학동역', '강남구청역', '압구정역']",1996-03-15,2024-03-16,강남구,논현동
8325,40032040,미등록 건물명,강남구 논현동 124-10,월세,빌라,200.0,110.0,10,13.8,"['논현역', '신사역', '학동역']",1989.12.29,2024-03-15,강남구,논현동
20904,40079485,미등록 건물명,강남구 역삼동 774-42,전세,빌라,33000.0,0.0,0,8.6,"['한티역', '역삼역', '선릉역']",20211109,2024-03-31,강남구,역삼동
20866,40079373,대명벨리온,강남구 역삼동 727-2,월세,오피스텔,90.0,90.0,14,8.0,"['역삼역', '강남역', '언주역']",2012.02.15,2024-03-15,강남구,역삼동
12408,40048456,미등록 건물명,강남구 논현동 135-9,월세,원룸,1000.0,50.0,10,8.2,"['학동역', '논현역', '언주역']",1993.11.25,2024-03-07,강남구,논현동
4505,40016259,미등록 건물명,강남구 청담동 37-6,월세,원룸,2000.0,105.0,5,13.7,"['강남구청역', '청담역', '선정릉역']",2003.8.28,2024-03-07,강남구,청담동
12390,40048377,미등록 건물명,강남구 역삼동 673-4,월세,원룸,1000.0,67.0,7,7.0,"['역삼역', '언주역', '선정릉역']",20020226,2024-04-17,강남구,역삼동
4606,40016726,미등록 건물명,강남구 대치동 935-20,월세,원룸,1000.0,75.0,5,7.5,"['한티역', '대치역', '도곡역']",19970411,2024-03-01,강남구,대치동
12566,40049070,미등록 건물명,강남구 대치동 901-53,월세,원룸,10000.0,50.0,10,9.0,"['선릉역', '한티역', '삼성역']",20080529,2024-03-23,강남구,대치동
17784,40068378,미등록 건물명,강남구 역삼동 725-42,전세,빌라,52500.0,0.0,10,9.1,"['역삼역', '선릉역', '언주역']",20200122,2024-03-31,강남구,역삼동
8250,40031743,미등록 건물명,강남구 논현동 173-10,월세,원룸,150.0,115.0,10,7.6,"['언주역', '학동역', '신논현역']",20201230,2024-08-08,강남구,논현동
20701,40078792,강남역효성해링턴타워더퍼스트,강남구 역삼동 825-24,월세,오피스텔,24700.0,15.0,15,7.5,"['강남역', '역삼역', '신논현역']",20140626,2024-03-15,강남구,역삼동
2300,40008252,미등록 건물명,강남구 역삼동 670-7,월세,원룸,130.0,120.0,10,8.0,"['역삼역', '언주역', '선정릉역']",20000908,2024-03-07,강남구,역삼동
12565,40049069,미등록 건물명,강남구 역삼동 740-11,월세,원룸,100.0,80.0,10,9.3,"['역삼역', '강남역', '언주역']",20020128,2024-03-05,강남구,역삼동
2308,40008278,미등록 건물명,강남구 삼성동 121-26,월세,빌라,1000.0,70.0,15,12.0,"['삼성중앙역', '봉은사역', '선정릉역']",1995.05.20,2024-03-07,강남구,삼성동
2349,40008394,미등록 건물명,강남구 역삼동 744-10,월세,원룸,150.0,100.0,15,10.0,"['역삼역', '강남역', '언주역']",2001-09-26 ,2024-06-10,강남구,역삼동
12323,40048133,미등록 건물명,강남구 논현동 184-14,월세,빌라,2000.0,140.0,15,15.0,"['신논현역', '논현역', '언주역']",1995.03.22,2024-03-05,강남구,논현동
12562,40049053,미등록 건물명,강남구 역삼동 624-41,월세,원룸,200.0,150.0,10,14.0,"['언주역', '신논현역', '역삼역']",19880419,2024-03-07,강남구,역삼동
21081,40080169,미등록 건물명,강남구 역삼동 774-27,전세,빌라,28800.0,0.0,10,11.0,"['역삼역', '한티역', '선릉역']",2018 12.1,2024-03-09,강남구,역삼동
21080,40080165,강남루덴스,강남구 역삼동 823-33,월세,오피스텔,190.0,190.0,10,12.0,"['역삼역', '강남역', '언주역']",2021-01-29 ,2024-03-11,강남구,역삼동
20729,40078874,미등록 건물명,강남구 청담동 13-46,월세,빌라,500.0,100.0,0,11.6,"['청담역', '강남구청역', '압구정로데오역']",19820423,2024-03-11,강남구,청담동
20755,40078953,미등록 건물명,강남구 역삼동 778-13,전세,원룸,45000.0,0.0,7,6.5,"['한티역', '역삼역', '매봉역']",2021.11.15,2024-08-08,강남구,역삼동
17597,40067778,미등록 건물명,강남구 논현동 161-13,전세,빌라,30000.0,0.0,7,16.9,"['논현역', '신논현역', '언주역']",1992-09-16,2024-03-07,강남구,논현동
2346,40008380,미등록 건물명,강남구 논현동 180-11,월세,원룸,2000.0,75.0,8,7.1,"['신논현역', '언주역', '논현역']",1996.12.16,2024-03-30,강남구,논현동
12339,40048210,미등록 건물명,강남구 논현동 73-23,월세,원룸,1000.0,80.0,7,11.0,"['학동역', '강남구청역', '압구정역']",1996-08-08 ,2024-04-17,강남구,논현동
2649,40009414,미등록 건물명,강남구 역삼동 637-8,월세,원룸,100.0,100.0,10,8.0,"['역삼역', '강남역', '언주역']",2001.03.23,2024-08-21,강남구,역삼동
17391,40067108,미등록 건물명,강남구 대치동 934-4,전세,원룸,25200.0,0.0,10,5.2,"['한티역', '대치역', '도곡역']",2016-07-12,2024-03-07,강남구,대치동
2099,40007648,미등록 건물명,강남구 신사동 624-26,전세,원룸,12000.0,0.0,10,9.1,"['압구정역', '압구정로데오역', '강남구청역']",19960617,2024-03-04,강남구,신사동
21715,40082455,미등록 건물명,강남구 대치동 927-33,월세,원룸,1000.0,70.0,15,8.0,"['한티역', '대치역', '선릉역']",20021018,2024-03-12,강남구,대치동
21711,40082438,미등록 건물명,강남구 역삼동 834-36,월세,빌라,5000.0,130.0,10,9.0,"['강남역', '역삼역', '양재역']",20151217,2024-03-06,강남구,역삼동
20342,40077260,미등록 건물명,강남구 논현동 187-17,월세,빌라,2000.0,130.0,0,24.0,"['신논현역', '언주역', '논현역']",20080516,2024-04-17,강남구,논현동
8600,40032981,미등록 건물명,강남구 대치동 898-18,전세,원룸,12000.0,0.0,18,5.7,"['선릉역', '한티역', '선정릉역']",2003.02.25,2024-03-02,강남구,대치동
